user_id,session_id,category,brand,cost_price,selling_price,discount,timestamp,referrer,device_type,os,browser,ip_address,payment_method
USI_516,FFC332bF30F73a51d908A2eD5fA28f9B,Gaming Consoles,Verizon,8972,10142.0,911,2023-10-26 18:47:30,nlb425,Smart TVs,Linux,Yandex Browser,25.91.18.183,Credit Card
USI_25,bD4bc8897f6A8F50C2fEfAD3fEaB69d1,Desktop Computers,Coca-Cola,20572,22034.0,153,2023-10-26 18:47:57,ugg526,Desktop Computers,Ubuntu,Microsoft Edge,189.122.108.54,Debit Card
USI_595,998F617Cad76e1B5caA11EbF80dDC625,Wearable Technology,Canon,17480,20817.0,907,2023-10-26 18:47:57,edq357,Smartphones,macOS,Microsoft Edge,187.228.254.151,UPI
USI_921,bbddb01ddacF81c81cAFd8acC370dBBa,Accessories,Fujitsu,21278,23797.0,1406,2023-10-26 18:47:57,dra174,Gaming Consoles,macOS,Brave,132.174.47.129,NEFT
USI_757,fEEe19AfCE3aba0C2b14bA59Dfc66096,Wearable Technology,Xiaomi,58773,68641.0,1464,2023-10-26 18:47:57,eit676,Tablets,Android,Microsoft Edge,213.89.226.150,RTGS
USI_797,DA2240D2CDc9Af1EB7dC8d6EaBcB43fF,Laptops,Chanel,36987,40311.0,1919,2023-10-26 18:47:57,0,Tablets,iOS,Firefox,130.173.179.141,Net Banking
USI_426,CDfE722DBebd6Dd443d6efe4170eeddc,Laptops,Dell,94515,109414.0,235,2023-10-26 18:47:57,0,Smartphones,Windows,Microsoft Edge,197.138.102.129,Cash on Delivery (COD)
USI_497,04FCE046d58aAF3FBBeb09796bFDaD09,Accessories,Samsung,58717,67975.0,1302,2023-10-26 18:48:05,0,Gaming Consoles,Android,Edge,174.217.37.244,Cash on Delivery (COD)
USI_932,7D6cd37eA0B0FcadE6EC2d348f596B40,Digital Cameras,Sony,91500,97489.0,1372,2023-10-26 18:48:05,tcs486,Gaming Consoles,Ubuntu,Yandex Browser,64.0.11.142,Net Banking
USI_149,aAbFc638a2BfBADbf9B9368fb7DA1d9E,Smartphones,Lenovo,29850,34382.0,738,2023-10-26 18:48:05,zis82,Laptops,Chrome OS,Microsoft Edge,184.205.92.119,NEFT
USI_51,cdA194c895AC16E4f6c6c40cb13a4f8b,Audio Equipment,Apple,22862,24134.0,1374,2023-10-26 18:48:29,0,Gaming Consoles,Android,Vivaldi,100.216.63.174,Net Banking
USI_279,A3ceD64E073Bc3DF1a3A54D4c83db6eC,Networking Equipment,Reebok,73727,84451.0,1564,2023-10-26 18:48:29,sfn553,Smart TVs,Windows,Vivaldi,231.221.114.143,Debit Card
USI_646,ECbeC9991ee5eCc6Ec3CBA239bBeBCd3,Televisions,Panasonic,15845,17421.0,1830,2023-10-26 18:48:29,0,Smart TVs,Windows,Edge,188.199.81.161,UPI
USI_879,95F4bec2D72acDfaBb4a147DF0def0eE,Gaming Consoles,Kingston,34584,37539.0,1296,2023-10-26 18:48:29,0,Laptops,Chrome OS,Safari,5.71.37.211,NEFT
USI_875,7Ee8B9d8C6BBDe8c933A67B3eF5732c3,Tablets,Casio,75986,82147.0,471,2023-10-26 18:48:29,0,Tablets,Android,Yandex Browser,3.239.113.72,UPI
USI_433,Ac28985BcBcaFcd151bFd1b0d3661FFF,Audio Equipment,Audi,39145,46382.0,1483,2023-10-26 18:48:29,dso264,Gaming Consoles,Chrome OS,Yandex Browser,63.196.6.122,RTGS
USI_379,701D13Ee04bBE52Ad44242a3cd62039A,Televisions,Beats by Dre,85152,90273.0,1421,2023-10-26 18:48:44,rrs521,Desktop Computers,Chrome OS,Yandex Browser,85.139.179.42,EMI
USI_723,f8c3F6Cc3bA414cea7cdf7BE38F9D4Ef,Tablets,Intel,70532,83572.0,115,2023-10-26 18:48:44,0,Desktop Computers,Windows,Vivaldi,48.253.34.228,RTGS
USI_469,646E9b39F4eDeAaBb1e6fbc1cBB9E71e,Laptops,HP,69065,79946.0,1174,2023-10-26 18:48:44,nwy679,Desktop Computers,Android,Microsoft Edge,29.180.38.127,Net Banking
USI_991,97AF8bedB8A6Fbe9cbee5e6bC148eedA,Desktop Computers,Kingston,58584,68348.0,334,2023-10-26 18:48:44,0,Smart TVs,Chrome OS,Brave,113.205.157.88,EMI
USI_574,0AD9246F65f1dC3EADCeA6a171A67e2B,Wearable Technology,HP,99765,117085.0,141,2023-10-26 18:48:44,kav360,Desktop Computers,macOS,Edge,17.57.54.236,Cash on Delivery (COD)
USI_792,BDa6DD734AAB79BD6C1C3AfD2fECa73C,Audio Equipment,Toshiba,17254,20632.0,1087,2023-10-26 18:48:44,kup720,Smartphones,Ubuntu,Safari,64.5.238.172,RTGS
USI_602,ceEc0c77bd05Baeca7Aff9Cc941D40FF,Digital Cameras,Samsung,23041,25637.0,1791,2023-10-26 18:49:00,0,Gaming Consoles,Linux,Chrome,51.128.33.160,Debit Card
USI_43,cEAF9dA1d617e72E3f34BDF46CcA7Ec4,Accessories,Vizio,16018,18283.0,1801,2023-10-26 18:49:00,bsf653,Smart TVs,Linux,Brave,49.152.75.246,IMPS
USI_324,ad11BaEB1B022c1ba5d330bC1f72b142,Smartphones,Under Armour,35534,42256.0,508,2023-10-26 18:49:00,0,Gaming Consoles,Windows,Vivaldi,186.135.56.52,Mobile Wallets
USI_77,fa4F570c0F1BEAFCfD6fAFCB1E0d2CFe,Smartphones,ASUS,53322,59983.0,1783,2023-10-26 18:49:00,0,Gaming Consoles,macOS,Microsoft Edge,126.22.94.214,IMPS
USI_664,d88bC6D34e1EdB0ba63485d0A8C11523,Tablets,Huawei,84161,92087.0,1611,2023-10-26 18:49:00,0,Gaming Consoles,Chrome OS,Edge,132.36.233.84,UPI
USI_711,83F551AEe92f2DF19Cfb34956Cc67dba,Networking Equipment,H&M,30901,36813.0,565,2023-10-26 18:49:00,dvh449,Desktop Computers,Ubuntu,Opera,27.6.69.80,RTGS
USI_353,C0a643f2B7dFfa6cC1E74d2FDBb8b0A3,Digital Cameras,Nokia,26995,30163.0,244,2023-10-26 18:49:00,xsy403,Smartphones,iOS,Opera,116.153.254.178,Credit Card
USI_274,aa7dF08D6AAA1CdD1d8fFfd0bab54F7a,Tablets,Vizio,62744,73032.0,1890,2023-10-26 18:49:00,0,Smartphones,Windows,Safari,30.155.175.36,RTGS
USI_772,AAfa54f48b9e24f87f69F534907CABcE,Networking Equipment,Sony,66281,70739.0,359,2023-10-26 18:49:10,0,Desktop Computers,Ubuntu,Firefox,168.108.100.197,Debit Card
USI_951,E4Ae6dafC966aDC75a4d2bc79c482888,Accessories,Kia,15508,18502.0,1117,2023-10-26 18:49:21,qpj763,Smartphones,Ubuntu,Opera,88.59.51.236,Cash on Delivery (COD)
USI_852,d85A23B92621BebaCAca4Be7CD655aAb,Laptops,HP,78679,91617.0,633,2023-10-26 18:49:21,0,Desktop Computers,Linux,Vivaldi,152.62.107.154,Credit Card
USI_524,504dCaf8983d6eb9fDD04DA62a3Cbe35,Audio Equipment,Lenovo,71785,85685.0,676,2023-10-26 18:49:21,twl44,Desktop Computers,Windows,Firefox,168.208.199.6,NEFT
USI_630,cB12cad5d074a66eb3729b4Bb97176CA,Laptops,Razer,7374,8586.0,1891,2023-10-26 18:49:21,ook430,Smart TVs,Chrome OS,Firefox,15.219.17.154,Mobile Wallets
USI_638,3177a5ACA63DF6a52a5dF881fb222baf,Smartphones,Philips,4988,5538.0,955,2023-10-26 18:49:21,0,Desktop Computers,macOS,Chrome,195.184.215.223,Cash on Delivery (COD)
USI_305,6EF64ac8ba4A4bf09E75F805a6BCb795,Wearable Technology,SteelSeries,56290,61253.0,785,2023-10-26 18:49:21,0,Smart TVs,macOS,Opera,82.254.41.111,Mobile Wallets
USI_957,d86c2aCDC9aC593B4E564e6C188A89C7,Desktop Computers,ASUS,63692,67685.0,1764,2023-10-26 18:49:21,dot486,Tablets,iOS,Microsoft Edge,165.3.21.154,Debit Card
USI_985,A7cabbE5cfC19Dbb73f6dbDbB54Cc315,Networking Equipment,Volkswagen,34691,40170.0,1996,2023-10-26 18:49:44,0,Smartphones,Linux,Edge,127.243.237.113,UPI
USI_430,C4AD8c57C388370abDcBE9aCe8fB4F5D,Televisions,Microsoft,24508,28165.0,1377,2023-10-26 18:49:44,mer861,Desktop Computers,Chrome OS,Safari,227.221.142.107,IMPS
USI_123,FBFF7F7E3cf0Bf850c8E38FcDEf9c0E4,Audio Equipment,Giorgio Armani,72351,86154.0,494,2023-10-26 18:49:50,kts173,Smart TVs,Ubuntu,Edge,82.167.69.157,IMPS
USI_302,cb7Ae6bdc7C47a9472de728DA41EaFBb,Laptops,Gucci,36128,42435.0,1218,2023-10-26 18:49:50,pfu356,Laptops,Android,Edge,103.228.108.216,NEFT
USI_332,FF270B4C3Ea02baD9A3Ff2e1Dac8c6d6,Tablets,Western Digital,98005,105119.0,1262,2023-10-26 18:50:07,ats332,Desktop Computers,Windows,Edge,73.227.28.139,Mobile Wallets
USI_644,4CBedE9794bABf9ECcaFa6f7dFBb87ff,Desktop Computers,Toyota,54824,62098.0,1016,2023-10-26 18:50:07,btd310,Gaming Consoles,iOS,Chrome,92.195.206.204,RTGS
USI_803,06640624a5fe14F57e7f257e5D92Fc18,Digital Cameras,HTC,77711,86169.0,1581,2023-10-26 18:50:07,0,Laptops,Ubuntu,Yandex Browser,123.122.154.230,Debit Card
USI_310,09e46D701f9a59F58ebc82350805aDBD,Gaming Consoles,AMD,30815,32451.0,359,2023-10-26 18:50:07,0,Gaming Consoles,Windows,Vivaldi,107.223.46.121,NEFT
USI_536,A3a5089D2AaD54D9D48EeBfbC6aEBB40,Laptops,Samsung,60642,65290.0,1801,2023-10-26 18:50:07,qhz689,Smartphones,Windows,Safari,179.120.43.67,Cash on Delivery (COD)
USI_113,C1B2bE86973dbabBCC4BB72969c9D31a,Home Appliances,Sony,76072,81938.0,334,2023-10-26 18:50:07,lae778,Gaming Consoles,Chrome OS,Edge,19.131.50.101,Debit Card
USI_837,caB457a8A12cc60e2Ea84B4F84eDB9E8,Smartphones,SteelSeries,51671,59848.0,1431,2023-10-26 18:50:32,0,Tablets,Android,Microsoft Edge,192.52.68.53,IMPS
USI_459,A3b5Fb77c6Fd15fB6E8eD4beCFEb2c4C,Gaming Consoles,Samsung,32320,37654.0,1357,2023-10-26 18:50:32,0,Tablets,Chrome OS,Edge,138.151.237.182,Net Banking
USI_433,4f6Db022367FD350958BeEdC0aA4d5Ca,Audio Equipment,Samsung,55819,66054.0,732,2023-10-26 18:50:50,0,Gaming Consoles,macOS,Opera,144.94.166.162,IMPS
USI_92,6A1f3C7b525a9d24AEDd9C9acedF9724,Tablets,Microsoft,44456,48470.0,1182,2023-10-26 18:50:50,0,Smartphones,macOS,Opera,177.13.120.0,RTGS
USI_699,8b3e3E8d85AF6A9A8E18709d40121D0A,Digital Cameras,Microsoft,80299,93308.0,112,2023-10-26 18:50:50,0,Tablets,Chrome OS,Safari,125.169.45.90,IMPS
USI_747,bfcc27F8efE2613ffE9cfD1bcFC3bF9D,Desktop Computers,LG,81192,91929.0,586,2023-10-26 18:50:50,fmz356,Laptops,Chrome OS,Safari,68.19.187.72,RTGS
USI_598,2b4eDfaB3dc4b2ED572F98613a2b3eEf,Audio Equipment,Apple,23502,26457.0,555,2023-10-26 18:50:50,0,Tablets,Ubuntu,Safari,164.33.55.12,Mobile Wallets
USI_344,e0FCA9Ef39eB3FE1Cf5dEdfced9Bfd95,Wearable Technology,Motorola,13833,15274.0,1977,2023-10-26 18:50:50,qiv354,Desktop Computers,Chrome OS,Safari,142.131.67.93,EMI
USI_618,2F012Dc81c779a6BbDc244A6fa6F1f54,Desktop Computers,Timex,9084,10599.0,1015,2023-10-26 18:50:50,0,Tablets,Android,Yandex Browser,90.122.207.134,UPI
USI_207,0de4a16e3e3C74e9a003223aAAf37aF3,Televisions,H&M,5397,6189.0,368,2023-10-26 18:50:50,tuk83,Gaming Consoles,iOS,Vivaldi,142.31.102.166,EMI
USI_630,9fF4fa66d6034C43C2D033a328CD4F9D,Networking Equipment,Sony,23576,27874.0,1625,2023-10-26 18:50:50,kih195,Smart TVs,Ubuntu,Firefox,228.78.162.132,Mobile Wallets
USI_933,ab7f8Eee6B5a02CECE52d978925a44F5,Home Appliances,Western Digital,89273,98531.0,1097,2023-10-26 18:50:50,0,Desktop Computers,Ubuntu,Brave,25.211.231.140,RTGS
USI_18,F7aBEa7b97cdE73D59a9DDCECDa3cf83,Desktop Computers,Sony,97780,114251.0,1563,2023-10-26 19:04:02,xer66,Gaming Consoles,iOS,Chrome,191.109.86.189,Mobile Wallets
USI_698,77E5a4AFD8497594Cb85e96b220baB33,Wearable Technology,Panasonic,25522,30396.0,1445,2023-10-26 19:04:02,mkk466,Tablets,Ubuntu,Brave,104.189.78.208,IMPS
USI_652,2eb4f9464eadDAe5657EE70E9BCe8e2c,Laptops,Nikon,44361,52211.0,1343,2023-10-26 19:04:02,alx940,Laptops,Ubuntu,Opera,25.165.48.75,RTGS
USI_500,CFF03b43AE06ea1B9f1bfBB0F5fbA7f9,Smartphones,Dell,29947,32183.0,1596,2023-10-26 19:04:02,0,Smartphones,Linux,Opera,50.223.23.250,UPI
USI_206,D41B7eC7A7b841989C3Ef48BCfDecbb3,Tablets,Nokia,80488,94396.0,149,2023-10-26 19:04:02,0,Smartphones,macOS,Microsoft Edge,87.196.160.209,UPI
USI_790,3Dfe259f2ca5bdda3D12AADef68922Ee,Digital Cameras,Philips,79511,89695.0,1583,2023-10-26 19:04:02,0,Laptops,Windows,Edge,255.162.216.21,Mobile Wallets
USI_603,Bf3Ca94CA7cb0a43daEcd47fBaC5575d,Gaming Consoles,Intel,8854,10369.0,911,2023-10-26 19:04:02,0,Tablets,Linux,Firefox,98.46.24.65,Debit Card
USI_53,806A915Ad6cC183dE799fAa7F0cECAF3,Networking Equipment,LG,23598,25908.0,157,2023-10-26 19:04:02,rhw20,Desktop Computers,macOS,Edge,79.199.23.7,EMI
USI_925,9C443104fad1D0f5F2cB0C9Ee5283BcA,Networking Equipment,LG,51113,57678.0,1896,2023-10-26 19:04:08,0,Smartphones,iOS,Firefox,37.26.90.38,Debit Card
USI_357,DD11D12b1D845C1E9F87F6C9b0514E3f,Digital Cameras,SteelSeries,82740,92446.0,509,2023-10-26 19:04:08,ncp70,Laptops,macOS,Opera,102.92.189.91,Net Banking
USI_658,88580725CFc956CAd9354aECB42a0234,Wearable Technology,H&M,78317,88831.0,545,2023-10-26 19:04:28,nym228,Desktop Computers,Ubuntu,Firefox,229.5.182.185,Net Banking
USI_13,F53C63De4D1630C0AA98eC2bD65EDd52,Tablets,Fendi,81931,86475.0,644,2023-10-26 19:04:28,wub949,Desktop Computers,Linux,Vivaldi,143.26.7.224,IMPS
USI_623,Ff0073F2f726dbda6F156bec0D965E17,Laptops,Panasonic,17455,18405.0,1568,2023-10-26 19:04:28,jwj431,Tablets,Linux,Safari,48.184.117.21,NEFT
USI_901,Dfed83FC96E911fEd0FA9e3DdBc2413f,Gaming Consoles,LG,26289,28029.0,1674,2023-10-26 19:04:28,0,Tablets,Windows,Edge,136.252.83.72,Mobile Wallets
USI_298,0e2ECb3f78577A85549DF6a6a64BdFFB,Desktop Computers,HP,58430,68446.0,1136,2023-10-26 19:04:28,0,Laptops,macOS,Vivaldi,96.52.120.153,UPI
USI_275,db3EAAcEFeA418fD9cd65B7Adebb7a57,Tablets,NZXT,23795,27651.0,237,2023-10-26 19:04:28,0,Gaming Consoles,macOS,Opera,175.13.187.86,IMPS
USI_506,BFFB0065a5136BddFaDABFdC3A90AbE8,Audio Equipment,NZXT,29798,34057.0,1710,2023-10-26 19:04:28,0,Gaming Consoles,iOS,Opera,166.87.19.106,EMI
USI_149,7CC064b10211017aDE62d6A6a3bbdC4f,Networking Equipment,Pizza Hut,29582,34608.0,1637,2023-10-26 19:04:28,zhs659,Smartphones,macOS,Brave,151.53.9.176,IMPS
USI_631,BD4233E8Df7E160Edc4473519658AE7d,Audio Equipment,HP,15152,16883.0,112,2023-10-26 19:04:28,0,Gaming Consoles,Android,Firefox,88.242.112.182,Mobile Wallets
USI_230,47Ee9FF0156aaf2eA0a31fa28DDBe55F,Networking Equipment,Sony Ericsson,90277,108161.0,1882,2023-10-26 19:04:28,0,Smart TVs,Android,Vivaldi,144.170.197.73,EMI
USI_551,6c6f89A6BC67d08f7Ebee72A3b0F5dd5,Tablets,G.SKILL,77750,88836.0,1655,2023-10-26 19:04:48,0,Tablets,Chrome OS,Chrome,147.211.12.47,IMPS
USI_634,53bcCaef2c1cE51af5aCbd55A9cEAC0e,Digital Cameras,Panasonic,49502,54041.0,1021,2023-10-26 19:04:48,0,Gaming Consoles,iOS,Microsoft Edge,128.135.248.160,Debit Card
USI_245,c42E88Ea2F1aBd1a82b9965D3eD5B99D,Home Appliances,HyperX,48282,51987.0,300,2023-10-26 19:04:48,rdx499,Laptops,Android,Yandex Browser,184.207.6.234,RTGS
USI_744,D6EaAadC261F64c7cCadDB3aDfD963F4,Wearable Technology,Toyota,6149,6547.0,1066,2023-10-26 19:04:48,0,Tablets,Ubuntu,Firefox,53.56.90.112,NEFT
USI_905,Dbd9d6DAe33EBD3cb9B5CbF50a2A071e,Tablets,Google,49799,52923.0,209,2023-10-26 19:04:48,mwu64,Gaming Consoles,Ubuntu,Brave,235.130.8.168,Net Banking
USI_339,E667AAc9aC8caFe3f58C38bDB2fdF496,Televisions,Razer,77053,87423.0,524,2023-10-26 19:04:48,0,Laptops,Chrome OS,Vivaldi,249.229.217.233,IMPS
USI_287,c8e1e54203Bb0f0EB9FFa57d8eFB166D,Laptops,PowerColor,15579,18195.0,609,2023-10-26 19:04:48,pfs171,Gaming Consoles,Linux,Yandex Browser,128.47.34.44,RTGS
USI_675,fDBf8af48b5FAadc4Eb0Eeccf91b4b23,Wearable Technology,Sony Ericsson,43427,49803.0,913,2023-10-26 19:04:48,0,Desktop Computers,iOS,Brave,227.50.51.15,EMI
USI_484,7A7bAdA4afFBfE7674bD00Be290C4F9c,Desktop Computers,Microsoft,34628,40588.0,618,2023-10-26 19:04:48,zzd403,Gaming Consoles,iOS,Microsoft Edge,210.248.26.239,IMPS
USI_472,6Ae59f12CeBE2fCCf2EdcFc10f2eDC30,Wearable Technology,Tommy Hilfiger,36233,42908.0,156,2023-10-26 19:04:48,gpf802,Smart TVs,Android,Safari,22.33.5.219,Cash on Delivery (COD)
USI_903,FAEeE3fEDE9D76B83bc6c2C256aB3fdd,Televisions,Dior,47871,54017.0,350,2023-10-26 19:05:02,ftd992,Laptops,iOS,Microsoft Edge,55.64.87.131,Cash on Delivery (COD)
USI_61,8baE4bddDD8dc30bf89B42d83001dc1c,Televisions,HTC,14417,16320.0,1324,2023-10-26 19:05:02,jad819,Smartphones,macOS,Microsoft Edge,50.138.161.174,Mobile Wallets
USI_594,Deee4DfbB91A1d02b81Ba3FfeBe8E4aF,Televisions,Xiaomi,20671,22090.0,1261,2023-10-26 19:05:10,0,Tablets,macOS,Vivaldi,71.56.39.110,Credit Card
USI_732,dC6f80A70Af32c7cF32b2Cb67Cb661Cc,Networking Equipment,Cooler Master,71931,80773.0,201,2023-10-26 19:05:10,lpo984,Tablets,iOS,Edge,182.186.147.78,IMPS
USI_245,2E00fBEBf5D10Ef3ef39638bB25eB8Ef,Gaming Consoles,Western Digital,45306,49986.0,999,2023-10-26 19:05:10,ted991,Smartphones,Ubuntu,Edge,223.123.117.198,Debit Card
USI_243,f2DE4Fa4DaFFB4AeD39aDE898FCC1728,Smartphones,Toshiba,26999,31237.0,1208,2023-10-26 19:05:10,vxo415,Laptops,Android,Brave,1.69.128.125,Mobile Wallets
USI_712,dB2ABbb30C7e8F716F464e4e47eAB9ff,Desktop Computers,Seagate,64812,69070.0,1989,2023-10-26 19:05:29,ocp629,Smart TVs,Android,Edge,50.118.163.195,Mobile Wallets
USI_37,f429Cc9A2c7a9A45Af4F9B99B3a0AEbc,Desktop Computers,AMD,83734,89440.0,1727,2023-10-26 19:05:29,0,Tablets,iOS,Microsoft Edge,67.45.166.44,Mobile Wallets
USI_298,E5CF2dF3e609Ce2B85C161F7Adc0FD7F,Digital Cameras,Sony,57951,64000.0,1490,2023-10-26 19:05:29,0,Desktop Computers,Windows,Edge,95.229.18.239,Cash on Delivery (COD)
USI_676,BF336eEb538963598eefe5a6c6FB7edE,Tablets,ASUS,31726,36005.0,278,2023-10-26 19:05:29,kxp693,Tablets,Android,Chrome,184.194.33.219,Net Banking
USI_45,c7DFab6a3e7CC0C6a3C5cbCD30a5C5cd,Tablets,Sony,6919,7317.0,1475,2023-10-26 19:05:29,keq320,Gaming Consoles,Ubuntu,Microsoft Edge,80.93.83.21,Mobile Wallets
USI_531,d2Aef2Be1ED50aCF8f573Ab2EdDf07b8,Audio Equipment,Calvin Klein,78460,87394.0,1066,2023-10-26 19:05:59,0,Laptops,Windows,Opera,91.105.140.7,Credit Card
USI_136,bD3c010fc0f2b0Edf108eDcE442509FD,Laptops,Lexar,55952,59595.0,334,2023-10-26 19:05:59,0,Tablets,Windows,Opera,186.165.92.148,Credit Card
USI_156,89eEeAedcd25cDbB3ACEF283Bf6E46ea,Audio Equipment,Kingston,71033,81031.0,1144,2023-10-26 19:05:59,0,Smartphones,Ubuntu,Opera,15.127.19.158,Net Banking
USI_725,C6f0eF0Df9Fb2EB5e5F4f9CA97cEC3Bb,Gaming Consoles,HP,96452,112016.0,496,2023-10-26 19:05:59,0,Laptops,Android,Brave,251.169.40.112,Credit Card
USI_352,dAeEbf6EAB743befcBf347028862feEB,Wearable Technology,HP,93840,103099.0,690,2023-10-26 19:05:59,elv637,Desktop Computers,macOS,Brave,221.4.147.167,UPI
